%Starting New File
%File Name="/sd/SoftTiss.csv"
%Strain,StrainDot,StrainDotDot
0.0467838,10.0250931,-0.0000000
0.0526317,8.3542442,-0.0000000
0.0643277,9.1896687,-0.0000000
0.0643277,7.5188198,-0.0000000
0.0760236,8.3542442,119.3464279
0.0818716,8.3542442,119.3464279
0.0935666,7.5186896,119.3464279
0.0994146,6.6832652,119.3464279
0.0994146,5.8478403,119.3464279
0.1169585,6.6832657,119.3464279
0.1228065,7.5186901,119.3464279
0.1286545,6.6832657,-119.3463593
0.1403504,6.6832657,-119.3463593
0.1403504,5.0125465,-119.3463593
0.1520463,5.8479710,-119.3463593
0.1578943,6.6833954,-119.3463593
0.1637423,5.0125461,-119.3463593
0.1754382,5.8479705,-119.3463593
0.1754382,5.0125461,-119.3463593
0.1871342,5.0125461,-119.3463593
0.1929821,5.8479705,-119.3463593
0.1988301,5.0125461,-119.3463593
0.1988301,4.1771212,-119.3463593
0.1988301,3.3416975,-119.3463593
0.2105260,3.3416975,-119.3463593
0.2163740,4.1771216,119.3463287
0.2222220,4.1771216,119.3463287
0.2280700,4.1771216,119.3463287
0.2280700,3.3416975,119.3463287
0.2339179,4.1771216,119.3463287
0.2397659,5.0125461,119.3463287
0.2456139,4.1771216,119.3463287
0.2514618,4.1771216,-0.0000000
0.2514618,4.1771216,-0.0000000
0.2631578,5.0125461,-0.0000000
0.2631578,5.0125461,-0.0000000
0.2690057,5.0125461,-0.0000000
0.2748537,5.0125461,-0.0000000
0.2748537,4.1771216,-0.0000000
0.2807017,4.1771216,-0.0000000
0.2865497,4.1771216,-0.0000000
0.2865497,2.5062730,-0.0000000
0.2923976,3.3416975,-0.0000000
0.2923976,2.5062730,-0.0000000
0.2982456,2.5062730,-0.0000000
0.3040936,3.3416975,-0.0000000
0.3099416,3.3416975,-0.0000000
0.3157895,3.3416975,-0.0000000
0.3157895,3.3416975,-0.0000000
0.3157895,2.5062730,-0.0000000
0.3216375,3.3416975,-0.0000000
0.3216375,2.5062730,-0.0000000
0.3274855,2.5062730,-0.0000000
0.3274855,1.6708487,-119.3463135
0.3333334,1.6708487,-119.3463135
0.3333334,1.6708487,-119.3463135
0.3391814,2.5062730,-119.3463135
0.3391814,1.6708487,-119.3463135
0.3391814,1.6708487,-119.3463135
0.3450294,1.6708487,-119.3463135
0.3450294,1.6708487,-0.0000000
0.3450294,1.6708487,-0.0000000
0.3508773,2.5062730,-0.0000000
0.3508773,1.6708487,-0.0000000
0.3567253,2.5062730,-0.0000000
0.3567253,2.5062730,-0.0000000
0.3567253,1.6708487,-0.0000000
0.3567253,1.6708487,-0.0000000
0.3567253,1.6708487,-0.0000000
0.3625733,1.6708487,-0.0000000
0.3625733,1.6708487,-0.0000000
0.3625733,0.8354244,-0.0000000
0.3625733,0.8354244,-0.0000000
0.3625733,0.8354244,-0.0000000
0.3684213,1.6708487,119.3463364
0.3684213,1.6708487,119.3463364
0.3742692,1.6708487,119.3463364
0.3742692,1.6708487,119.3463364
0.3742692,1.6708487,119.3463364
0.3742692,1.6708487,119.3463364
0.3742692,1.6708487,119.3463364
0.3742692,0.8354244,-119.3463364
0.3742692,0.8354244,-119.3463364
0.3742692,-0.0000000,-119.3463364
0.3801172,0.8354244,-119.3463364
0.3801172,0.8354244,-119.3463364
0.3801172,0.8354244,-119.3463364
0.3801172,0.8354244,-119.3463364
0.3801172,0.8354244,-0.0000000
0.3859652,0.8354244,-0.0000000
0.3859652,0.8354244,-0.0000000
0.3801172,-0.8354244,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,0.8354244,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
0.3859652,-0.0000000,-0.0000000
-0.4970766,-8.3542442,119.3463593
-0.0039063,-4.4642973,79.7196045
-0.0078125,-3.9062600,79.7196045
-0.0078125,-2.7901857,159.4391785
-0.0117188,-2.7901857,159.4391785
-0.0156250,-2.7901857,159.4391785
-0.0195313,-2.7901857,159.4391785
-0.0273438,-3.3482227,159.4391785
0.3281253,3.9062600,-79.7196045
0.0116279,5.8139706,-118.6524811
0.0232559,6.6445379,-118.6524811
0.0290699,6.6445379,-118.6524811
0.0348838,5.8139706,-118.6524811
0.0465118,6.6445379,-118.6524811
0.0523257,6.6445379,-118.6524811
0.0639537,7.4751048,118.6524200
0.0697677,7.4751048,118.6524200
0.0755816,6.6445379,118.6524200
0.0872096,7.4751048,118.6524200
0.0930235,7.4751048,118.6524200
0.1046506,7.4749761,118.6524200
0.1104645,7.4749761,118.6524200
0.1162785,6.6444087,-118.6524811
0.1220925,6.6444087,-118.6524811
0.1337204,7.4749761,-118.6524811
0.1395344,6.6444087,-118.6524811
0.1453484,6.6444087,-118.6524811
0.1569763,6.6445379,-118.6524811
0.1569763,5.8139706,-118.6524811
0.1686043,6.6445379,118.6524811
0.1686043,6.6445379,118.6524811
0.1802322,6.6445379,118.6524811
0.1860462,6.6445379,118.6524811
0.1918601,6.6445379,118.6524811
0.1976741,5.8139706,118.6524811
0.2034881,6.6445379,118.6524811
0.2093021,5.8139706,-118.6524811
0.2151160,5.8139706,-118.6524811
0.2209300,4.9834032,-118.6524811
0.2267440,4.9834032,-118.6524811
0.2325579,4.9834032,-118.6524811
0.2383719,4.9834032,-118.6524811
0.2383719,4.1528363,-118.6524811
0.2441859,4.1528363,-0.0000000
0.2441859,4.1528363,-0.0000000
0.2499999,4.1528363,-0.0000000
0.2558138,4.1528363,-0.0000000
0.2616278,4.1528363,-0.0000000
0.2674417,4.1528363,-0.0000000
0.2732557,4.9834032,-0.0000000
0.2790697,4.9834032,-0.0000000
0.2790697,4.9834032,-0.0000000
0.2848837,4.9834032,-0.0000000
0.2848837,4.1528363,-0.0000000
0.2906976,4.1528363,-0.0000000
0.2965116,4.1528363,-0.0000000
0.3023256,4.1528363,-0.0000000
0.3023256,3.3222690,-118.6524506
0.3081396,3.3222690,-118.6524506
0.3081396,2.4917016,-118.6524506
0.3139535,3.3222690,-118.6524506
0.3197675,3.3222690,-118.6524506
0.3197675,2.4917016,-118.6524506
0.3197675,1.6611345,-118.6524506
0.3255815,2.4917016,118.6524353
0.3313954,2.4917016,118.6524353
0.3313954,2.4917016,118.6524353
0.3372094,2.4917016,118.6524353
0.3372094,1.6611345,118.6524353
0.3372094,1.6611345,118.6524353
0.3430234,2.4917016,118.6524353
0.3488373,2.4917016,-0.0000000
0.3488373,2.4917016,-0.0000000
0.3488373,2.4917016,-0.0000000
0.3546513,2.4917016,-0.0000000
0.3546513,2.4917016,-0.0000000
0.3546513,2.4917016,-0.0000000
0.3604653,2.4917016,-0.0000000
0.3604653,1.6611345,-118.6524353
0.3604653,1.6611345,-118.6524353
0.3604653,1.6611345,-118.6524353
0.3604653,0.8305672,-118.6524353
0.3662793,1.6611345,-118.6524353
0.3662793,1.6611345,-118.6524353
0.3662793,0.8305672,-118.6524353
0.3720932,1.6611345,118.6524582
0.3720932,1.6611345,118.6524582
0.3720932,1.6611345,118.6524582
0.3720932,1.6611345,118.6524582
0.3779072,1.6611345,118.6524582
0.3779072,1.6611345,118.6524582
0.3779072,1.6611345,118.6524582
0.3779072,0.8305672,-118.6524582
0.3779072,0.8305672,-118.6524582
0.3779072,0.8305672,-118.6524582
0.3779072,0.8305672,-118.6524582
0.3837212,0.8305672,-118.6524582
0.3837212,0.8305672,-118.6524582
0.3837212,0.8305672,-118.6524582
0.3837212,0.8305672,-0.0000000
0.3837212,0.8305672,-0.0000000
0.3895352,1.6611345,-0.0000000
0.3895352,1.6611345,-0.0000000
0.3895352,0.8305672,-0.0000000
0.3895352,0.8305672,-0.0000000
0.3895352,0.8305672,-0.0000000
0.3895352,0.8305672,-0.0000000
0.3895352,0.8305672,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.4011631,0.8305672,-0.0000000
0.3953491,-0.0000000,-118.6524582
0.3953491,-0.0000000,-118.6524582
0.4011631,0.8305672,-118.6524582
0.4011631,0.8305672,-118.6524582
0.4011631,0.8305672,-118.6524582
0.4011631,0.8305672,-118.6524582
0.4011631,-0.0000000,-118.6524582
0.4011631,0.8305672,118.6524582
0.3953491,0.8305672,118.6524582
0.4011631,0.8305672,118.6524582
0.4011631,0.8305672,118.6524582
0.4011631,0.8305672,118.6524582
0.3953491,-0.0000000,118.6524582
-0.4709308,-7.4751048,237.3049622
0.0000000,-3.9525795,161.3298035
-0.0039526,-3.3879251,161.3298035
-0.0079052,-2.8232710,80.6648560
-0.0118577,-2.8232710,80.6648560
-0.0158103,-2.8232710,80.6648560
-0.0237155,-3.3879251,80.6648560
0.3201583,3.9525795,-80.6649017
0.0058140,5.8139706,-118.6524811
0.0174419,6.6445379,118.6524811
0.0290699,6.6445379,118.6524811
0.0348838,6.6445379,118.6524811
0.0465118,7.4751048,118.6524811
0.0523257,7.4751048,118.6524811
0.0639537,7.4751048,118.6524811
0.0697677,7.4751048,118.6524811
0.0755816,6.6445379,-118.6524200
0.0813956,6.6445379,-118.6524200
0.0930235,7.4751048,-118.6524200
0.1046506,7.4749761,-118.6524200
0.1104645,7.4749761,-118.6524200
0.1162785,6.6444087,-118.6524200
0.1220925,6.6444087,-118.6524200
0.1279065,6.6444087,-0.0000000
0.1395344,6.6444087,-0.0000000
0.1453484,5.8138413,-0.0000000
0.1511623,4.9834032,-0.0000000
0.1569763,4.9834032,-0.0000000
0.1627903,4.9834032,-0.0000000
0.1686043,4.9834032,-0.0000000
0.1802322,5.8139706,118.6524811
0.1860462,5.8139706,118.6524811
0.1918601,5.8139706,118.6524811
0.1976741,5.8139706,118.6524811
0.2034881,5.8139706,118.6524811
0.2093021,5.8139706,118.6524811
0.2093021,4.9834032,118.6524811
0.2151160,4.1528363,-118.6524200
0.2267440,4.1528363,-118.6524200
0.2267440,3.3222690,-118.6524200
0.2325579,3.3222690,-118.6524200
0.2383719,3.3222690,-118.6524200
0.2441859,3.3222690,-118.6524200
0.2441859,3.3222690,-118.6524200
0.2499999,3.3222690,-0.0000000
0.2558138,3.3222690,-0.0000000
0.2616278,4.1528363,-0.0000000
0.2674417,4.1528363,-0.0000000
0.2674417,3.3222690,-0.0000000
0.2732557,3.3222690,-0.0000000
0.2790697,4.1528363,-0.0000000
0.2848837,4.1528363,-0.0000000
0.2848837,4.1528363,-0.0000000
0.2906976,4.1528363,-0.0000000
0.2965116,4.1528363,-0.0000000
0.2965116,4.1528363,-0.0000000
0.3023256,4.1528363,-0.0000000
0.3023256,3.3222690,-0.0000000
0.3139535,4.1528358,118.6523895
0.3139535,4.1528358,118.6523895
0.3139535,3.3222690,118.6523895
0.3197675,3.3222690,118.6523895
0.3197675,3.3222690,118.6523895
0.3255815,3.3222690,118.6523895
0.3255815,3.3222690,118.6523895
0.3313954,2.4917016,-118.6524811
0.3313954,2.4917016,-118.6524811
0.3372094,3.3222690,-118.6524811
0.3372094,2.4917016,-118.6524811
0.3430234,3.3222690,-118.6524811
0.3430234,2.4917016,-118.6524811
0.3488373,3.3222690,-118.6524811
0.3488373,2.4917016,-118.6524811
0.3488373,2.4917016,-118.6524811
0.3546513,2.4917016,-118.6524811
0.3546513,2.4917016,-118.6524811
0.3604653,2.4917016,-118.6524811
0.3604653,2.4917016,-118.6524811
0.3604653,1.6611345,-118.6524811
0.3604653,1.6611345,-0.0000000
0.3662793,1.6611345,-0.0000000
0.3604653,-0.0000000,-0.0000000
0.3662793,0.8305672,-0.0000000
0.3720932,0.8305672,-0.0000000
0.3720932,0.8305672,-0.0000000
0.3720932,0.8305672,-0.0000000
0.3720932,0.8305672,-0.0000000
0.3720932,0.8305672,-0.0000000
0.3779072,2.4917016,-0.0000000
0.3779072,1.6611345,-0.0000000
0.3779072,0.8305672,-0.0000000
0.3779072,0.8305672,-0.0000000
0.3779072,0.8305672,-0.0000000
0.3837212,1.6611345,118.6524582
0.3837212,1.6611345,118.6524582
0.3837212,0.8305672,118.6524582
0.3837212,0.8305672,118.6524582
0.3837212,0.8305672,118.6524582
0.3837212,0.8305672,118.6524582
0.3837212,0.8305672,118.6524582
0.3837212,-0.0000000,-118.6524582
0.3895352,-0.0000000,-118.6524582
0.3895352,-0.0000000,-118.6524582
0.3895352,-0.0000000,-118.6524582
0.3895352,-0.0000000,-118.6524582
0.3895352,-0.0000000,-118.6524582
0.3895352,-0.0000000,-118.6524582
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3895352,-0.0000000,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,0.8305672,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.4011631,0.8305672,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
0.3953491,-0.0000000,-0.0000000
-0.5058146,-9.9668074,355.9574585
0.0000000,-4.9641604,236.3886414
-0.0038610,-3.8610137,236.3886414
-0.0077220,-3.3094401,236.3886414
-0.0115830,-2.7578669,236.3886414
-0.0193051,-3.3094401,236.3886414
-0.0231655,-3.3093543,0.0122591
-0.0270265,-3.3093543,0.0122591
