time,x_corr,y_corr,z_corr,Q1L,Q2L,dL,Q3L,QgL,FgL,Q1R,Q2R,dR,Q3R,QgR,FgR,xL,yL,zL,xR,yR,zR,toolPathL,toolPathR,toolSpeedL,toolSpeedR,toolAccL,toolAccR,toolJerkL,toolJerkR,toolPathCrvL,toolPathCrvR,dQ3L,dQgL,dFgL,dQ3R,dQgR,dFgR,dQ3Latan,dQ3Ratan,dxL,dyL,dzL,dxR,dyR,dzR,inputx,inputy,inputz,skillLevel
-0.033000,-0.002034,0.024293,-0.015597,1.150801,-29.093666,-5.104455,86.564378,5.818276,1.010715,7.858119,-23.334218,-6.304056,57.830136,1.695518,12.714307,0.995407,2.560836,5.148929,1.772398,1.378442,4.855051,300.004342,224.230725,1.036755,0.077618,7.211467,-43.340499,-145.534616,486.668966,5.171272,3.051040,23.265577,-67.418170,11.865357,1.415089,6.730674,-1.264581,36.132036,2.222722,0.013817,-0.632298,0.417586,-0.641429,0.632310,0.916625,-2.050893,-0.526878,-2.273237,3.000000
0.000000,0.000000,0.000000,0.000000,1.130041,-29.137116,-5.137606,87.337931,3.664274,1.501867,7.739385,-23.332355,-6.299126,57.903800,2.030165,12.730657,0.997440,2.536542,5.164525,1.752216,1.399478,4.880801,300.056342,224.230725,1.078788,-0.267932,-1.489097,-11.302158,-174.539405,687.856321,2.250475,7.188084,20.077197,-57.948372,19.231053,1.568910,10.180822,2.538742,31.270111,2.464309,0.111691,-0.827986,0.519571,-0.584095,0.651131,0.615621,-2.050893,-0.526878,-2.273237,3.000000
-6.896000,-4.556450,-1.743068,-3.956671,19.420343,-18.045371,-4.291924,88.755810,2.895573,0.343716,14.488978,-23.365002,-6.717739,72.586771,9.095018,0.288258,-4.507543,1.601906,1.382359,2.872310,0.106553,4.105094,312.249572,230.941476,1.785637,7.218291,5.977966,-50.547976,-102.763701,-671.986216,0.535773,0.107916,13.816216,57.645574,-15.070980,2.293349,-12.222596,0.070083,21.614726,3.601979,-0.202773,0.300313,-1.546496,0.239434,0.973863,-5.150168,-4.556450,-1.743068,-3.956671,3.000000
-6.863000,-4.561674,-1.736690,-3.994021,19.463319,-18.054849,-4.226761,89.037872,5.123654,-0.176513,14.733553,-23.389770,-6.598325,72.654794,8.769465,0.289584,-4.512768,1.608284,1.345008,2.880420,0.134111,3.950578,312.313300,231.038476,1.575448,4.232502,-6.982413,-70.721382,-269.710600,-177.891098,8.365710,0.360365,5.550489,71.306577,-15.766749,1.243487,-6.232909,-0.023873,8.712964,1.953201,-0.121902,0.080809,-0.735735,0.270900,0.673595,-4.179203,-4.556450,-1.743068,-3.956671,3.000000
-6.830000,-4.564700,-1.737869,-4.005613,19.474516,-18.056083,-4.176566,89.059266,7.604804,-0.695459,14.928211,-23.405317,-6.519058,72.681042,8.678685,0.287002,-4.515794,1.607105,1.333417,2.890811,0.150666,3.830290,312.351138,231.114476,1.136355,1.777407,-12.295149,-57.686906,-62.469165,364.919669,770.859646,1.185400,1.490829,71.035840,-14.792028,0.042873,0.385604,-0.128980,2.341677,0.067344,-0.065914,-0.152919,0.015173,0.379749,0.316724,-3.093226,-4.556450,-1.743068,-3.956671,3.000000
-6.797000,-4.566177,-1.746786,-3.993592,19.462552,-18.049947,-4.154195,89.067195,9.816516,-1.151356,15.081759,-23.403523,-6.474955,72.659959,8.795975,0.281110,-4.517271,1.598188,1.345437,2.906120,0.154975,3.746760,312.392959,231.168476,0.716316,0.763914,-7.347084,-33.550829,218.189013,627.612075,6.270901,4.742814,3.109438,56.792276,-12.088538,-0.804905,4.813125,-0.181532,4.883286,-1.264324,-0.024274,-0.383334,0.697024,0.569165,-0.056754,-1.969579,-4.556450,-1.743068,-3.956671,3.000000
-6.764000,-4.566394,-1.763052,-3.960300,19.434371,-18.038762,-4.157138,89.245760,11.342327,-1.491597,15.205584,-23.375591,-6.454876,72.617141,9.003097,0.274709,-4.517488,1.581922,1.378729,2.928968,0.147212,3.699916,312.404908,231.182199,0.655402,0.295020,3.852629,-17.300660,393.348762,828.013991,1.000367,19.095273,6.992910,34.078310,-8.200474,-0.847518,5.094303,-0.135783,10.973000,-1.331258,0.013622,-0.594125,1.305858,0.834733,-0.402353,-0.887830,-4.556450,-1.743068,-3.956671,3.000000
-6.731000,-4.565314,-1.785782,-3.908148,19.394491,-18.025797,-4.178254,89.567080,12.034969,-1.690811,15.311813,-23.312759,-6.447973,72.591358,9.140825,0.271593,-4.516408,1.559192,1.430881,2.961704,0.129034,3.687086,312.418848,231.195923,1.059658,-0.200580,17.600819,4.776409,405.717455,1149.957158,0.436231,14.193481,8.136168,11.241398,-4.055628,-0.377085,1.105887,0.004824,12.762260,-0.592322,0.056688,-0.772001,1.840409,1.164579,-0.675931,0.074746,-4.556450,-1.743068,-3.956671,3.000000
-6.698000,-4.562646,-1.813720,-3.839565,19.344720,-18.014604,-4.220986,89.833989,12.045468,-1.758101,15.411599,-23.207112,-6.448706,72.592993,9.081262,0.274488,-4.513740,1.531254,1.499464,3.006171,0.103492,3.703150,312.486558,231.195923,1.755788,-0.126249,30.885626,50.686825,239.724210,1136.039035,0.317551,3.458575,4.118375,-4.493722,-0.609575,-0.391692,-5.317935,0.179045,6.466788,-0.615266,0.110833,-0.908159,2.300859,1.540273,-0.838697,0.847615,-4.556450,-1.743068,-3.956671,3.000000
-6.665000,-4.557968,-1.845406,-3.756954,19.284326,-18.008327,-4.300508,89.853081,11.712606,-1.731330,15.513803,-23.052386,-6.457714,72.583016,8.787640,0.283187,-4.509061,1.499568,1.582075,3.063512,0.074773,3.740830,312.560243,231.213567,2.910158,2.167432,36.676419,96.252942,-13.691301,217.095605,0.283940,1.188187,-3.463265,-10.098444,1.493865,-1.680750,-11.211710,0.291181,-5.438693,-2.639957,0.178282,-0.999186,2.689216,1.938397,-0.861799,1.371463,-4.556450,-1.743068,-3.956671,3.000000
-6.632000,-4.550842,-1.879359,-3.662615,19.210573,-18.009067,-4.427992,89.573190,11.382517,-1.661796,15.624218,-22.844721,-6.479926,72.502523,8.331655,0.293991,-4.501936,1.465615,1.676414,3.134042,0.047805,3.791131,312.627953,231.229251,4.441682,6.696293,29.241057,85.919380,-134.794880,-1195.815188,0.268390,1.175971,-11.085772,-7.387366,2.111039,-3.860966,-13.889878,0.259466,-17.368050,-6.062863,0.257597,-1.047294,3.011030,2.332604,-0.729912,1.602734,-4.556450,-1.743068,-3.956671,3.000000
-6.599000,-4.540936,-1.914261,-3.558592,19.119467,-18.017423,-4.594572,89.079019,11.258513,-1.596183,15.745418,-22.583237,-6.521365,72.332978,7.858211,0.301058,-4.492030,1.430713,1.780437,3.217183,0.027773,3.843934,312.857953,231.616039,5.211199,9.553619,19.272997,9.406482,-51.181914,-1800.418621,0.251808,1.665505,-16.507810,-1.183753,1.576199,-5.410465,-12.256615,0.067072,-25.781219,-8.493437,0.344390,-1.059808,3.277693,2.695951,-0.443397,1.517994,-4.556450,-1.743068,-3.956671,3.000000
-6.566000,-4.528098,-1.949107,-3.446444,19.006537,-18.032291,-4.772922,88.475518,11.352108,-1.563006,15.877169,-22.270403,-6.584068,72.130055,7.513737,0.299314,-4.479192,1.395867,1.892585,3.311487,0.019581,3.888717,313.046953,232.043616,5.091198,7.500681,23.193806,-62.433351,-64.548567,-934.230999,0.226917,2.297556,-20.046574,3.677165,0.502761,-4.870349,-7.343545,-0.212823,-31.223215,-7.646459,0.432588,-1.047952,3.508252,3.003269,-0.018716,1.117650,-4.556450,-1.743068,-3.956671,3.000000
-6.533000,-4.512386,-1.983307,-3.326975,18.867480,-18.050949,-4.935872,87.792709,11.540917,-1.568025,16.017257,-21.912116,-6.659668,71.991596,7.373681,0.287591,-4.463480,1.361667,2.012054,3.414735,0.027335,3.915387,313.176953,232.115616,5.972122,3.474860,28.760920,-59.498769,-447.013442,496.399275,0.192226,2.776257,-23.098944,4.726096,-0.488526,-2.191570,-1.775685,-0.438001,-35.878992,-3.442158,0.516033,-1.025094,3.729729,3.233318,0.512967,0.428306,-4.556450,-1.743068,-3.956671,3.000000
-6.500000,-4.494045,-2.016723,-3.199986,18.698567,-18.069436,-5.073605,87.001903,11.680036,-1.598844,16.162522,-21.517484,-6.726495,71.981815,7.406432,0.270259,-4.445139,1.328251,2.139043,3.524091,0.053906,3.915162,313.294953,232.178616,7.809828,2.626027,5.101317,-3.487044,-831.803901,1137.298104,0.152312,2.629542,-25.810369,2.460981,-0.994804,1.074540,1.579158,-0.462817,-39.980954,1.687842,0.590162,-1.004662,3.975205,3.370533,1.108864,-0.497023,-4.556450,-1.743068,-3.956671,3.000000
-6.467000,-4.473426,-2.049639,-3.064129,18.496745,-18.083178,-5.193455,86.112818,11.694496,-1.635176,16.309869,-21.098305,-6.755557,72.079972,7.492573,0.256062,-4.424520,1.295335,2.274900,3.636316,0.100610,3.881413,313.781001,232.183630,7.559386,4.810683,-38.732421,33.848013,-521.372258,799.998772,0.116519,1.933604,-26.441774,-0.790119,-0.927273,3.013381,1.077671,-0.221676,-40.931247,4.732490,0.653465,-0.998019,4.279529,3.406195,1.718961,-1.581490,-4.556450,-1.743068,-3.956671,3.000000
-6.434000,-4.450868,-2.082656,-2.916939,18.259481,-18.087783,-5.305776,85.239160,11.606079,-1.659541,16.457047,-20.668299,-6.723468,72.202232,7.489099,0.254132,-4.401962,1.262318,2.422090,3.748006,0.167051,3.810374,313.913001,232.601746,4.674798,6.103837,-49.074474,34.929264,463.480220,318.818378,0.091035,1.235898,-23.117788,-2.731784,-0.463411,2.899304,-2.891093,0.212597,-35.907614,4.553400,0.708485,-1.012596,4.673124,3.338943,2.291231,-2.730122,-4.556450,-1.743068,-3.956671,3.000000
-6.401000,-4.426555,-2.116538,-2.755094,17.984427,-18.079892,-5.413660,84.552894,11.495447,-1.664034,16.603071,-20.242136,-6.622083,72.275692,7.304042,0.268778,-4.377649,1.228436,2.583936,3.855832,0.251150,3.701615,313.998001,232.700746,2.834782,6.071906,-3.767014,36.523218,1199.829605,184.802066,0.072115,0.772729,-16.191856,-2.467330,0.096308,1.627398,-8.178852,0.634581,-25.293268,2.556167,0.762166,-1.050556,5.174954,3.174615,2.777030,-3.838425,-4.556450,-1.743068,-3.956671,3.000000
-6.368000,-4.400371,-2.152027,-2.574898,17.669055,-18.057963,-5.518101,84.158228,11.437874,-1.651292,16.748218,-19.834368,-6.456418,72.293580,6.941770,0.295683,-4.351465,1.192947,2.764131,3.956769,0.349339,3.558191,314.082001,232.884746,4.501674,7.509623,51.152267,50.595270,997.285248,104.854106,0.054885,0.504252,-8.779414,-0.693182,0.487165,0.703512,-12.058351,0.789124,-13.768061,1.105063,0.825442,-1.108177,5.786132,2.925468,3.136034,-4.803143,-4.556450,-1.743068,-3.956671,3.000000
-6.335000,-4.371787,-2.189642,-2.372965,17.310409,-18.022879,-5.631192,83.998819,11.457690,-1.630702,16.893644,-19.458349,-6.235120,72.303033,6.496278,0.322048,-4.322881,1.155331,2.966064,4.048289,0.456904,3.386413,314.222001,233.122746,7.576086,10.120245,66.605659,52.893976,215.727633,-264.681809,0.043414,0.352423,-4.692894,1.116968,0.583845,0.880972,-12.642432,0.504807,-7.368120,1.383805,0.912102,-1.176079,6.485664,2.608882,3.340155,-5.533807,-4.556450,-1.743068,-3.956671,3.000000
-6.302000,-4.339790,-2.229514,-2.146975,16.905091,-17.978280,-5.779647,83.889244,11.524894,-1.612660,17.040750,-19.125265,-5.966876,72.347648,6.099038,0.331659,-4.290884,1.115460,3.192054,4.128500,0.568442,3.195243,314.695834,233.664356,9.165555,11.353305,50.267972,32.997438,-360.487230,-847.728517,0.046182,0.266190,-5.478736,1.810281,0.417490,1.758749,-9.768775,-0.182266,-8.600473,2.762455,1.037038,-1.240246,7.229599,2.245716,3.375987,-5.963444,-4.556450,-1.743068,-3.956671,3.000000
-6.269000,-4.302880,-2.271249,-1.896411,16.449557,-17.930544,-5.990455,83.653309,11.586354,-1.603920,17.190443,-18.843353,-5.668860,72.429035,5.852290,0.313423,-4.253974,1.073725,3.442618,4.196237,0.678363,2.995367,314.893834,233.916356,9.888678,11.526874,34.235745,-1.888593,-495.974415,-1339.231770,0.060948,0.218370,-9.220517,1.199761,0.120280,2.512446,-4.915467,-0.983749,-14.457371,3.946009,1.214102,-1.283745,7.954217,1.858476,3.245536,-6.056720,-4.556450,-1.743068,-3.956671,3.000000
-6.236000,-4.259147,-2.313872,-1.623111,15.940712,-17.888412,-6.269614,83.253362,11.604396,-1.605781,17.342492,-18.617386,-5.376010,72.520719,5.784132,0.269695,-4.210241,1.031102,3.715918,4.251081,0.781392,2.798059,315.166834,234.233356,11.183499,11.438999,24.002985,-50.402232,-484.307205,-1384.247846,0.081302,0.196123,-12.274628,-0.038116,-0.158780,2.744462,-0.278675,-1.436938,-19.219324,4.310298,1.453852,-1.288899,8.583179,1.469482,2.965230,-5.814083,-4.556450,-1.743068,-3.956671,3.000000
-6.203000,-4.206407,-2.355841,-1.331533,15.376734,-17.862270,-6.593444,82.797508,11.577088,-1.615135,17.495117,-18.448478,-5.134281,72.604249,5.846467,0.219924,-4.157501,0.989133,4.007496,4.293323,0.873007,2.613984,315.709026,234.760081,12.009627,9.181432,8.958838,-98.630590,-520.832568,-733.987162,0.106105,0.196146,-12.401201,-0.981652,-0.320635,2.530725,2.406658,-1.094440,-19.416226,3.974711,1.761488,-1.239626,9.037680,1.099195,2.563404,-5.271083,-4.556450,-1.743068,-3.956671,3.000000
-6.170000,-4.142416,-2.395135,-1.028650,14.757968,-17.863159,-6.920914,82.421029,11.531583,-1.627022,17.644920,-18.334212,-4.976996,72.677748,5.951247,0.196510,-4.093510,0.949839,4.310379,4.323883,0.949779,2.452104,316.038026,234.946081,11.709015,4.558273,-10.074904,-110.064042,-481.492495,374.084146,0.137708,0.226249,-10.325569,-1.098059,-0.339625,1.884368,2.643050,0.245374,-16.182625,2.959735,2.135280,-1.123633,9.248064,0.764824,2.076650,-4.492834,-4.556450,-1.743068,-3.956671,3.000000
-6.137000,-4.065110,-2.429411,-0.723458,14.087728,-17.901620,-7.216167,82.160665,11.500629,-1.637048,17.787178,-18.269067,-4.904426,72.731794,6.020392,0.233056,-4.016204,0.915563,4.615571,4.344180,1.009574,2.318841,316.344026,234.965971,11.190557,0.902500,-25.335131,-71.324454,-190.472285,1196.898547,0.180636,0.322437,-8.150720,-0.493501,-0.246244,0.589859,1.186302,2.373983,-12.785021,0.926541,2.565699,-0.934186,9.164918,0.479325,1.545538,-3.564443,-4.556450,-1.743068,-3.956671,3.000000
-6.104000,-3.972872,-2.456212,-0.426147,13.372822,-17.986507,-7.462341,81.955591,11.500680,-1.642585,17.916447,-18.245106,-4.887006,72.736465,6.020954,0.349007,-3.923966,0.888762,4.912882,4.355981,1.051610,2.217612,316.850764,234.965971,10.413383,0.040636,-28.405453,-17.488017,265.081772,1191.874040,0.241587,0.640427,-6.207247,0.293438,-0.092203,-1.215340,-0.590064,4.669499,-9.742319,-1.908992,3.035418,-0.671223,8.767691,0.250833,1.010297,-2.578948,-4.556450,-1.743068,-3.956671,3.000000
-6.071000,-3.864775,-2.473194,-0.147047,12.623661,-18.123895,-7.658310,81.783977,11.525037,-1.642722,18.027366,-18.252830,-4.889625,72.672287,5.969748,0.537312,-3.815869,0.871780,5.191983,4.361241,1.076378,2.148770,317.032764,234.997795,9.125469,0.575881,-10.877967,11.454079,471.944242,577.451752,0.329440,2.134843,-1.840442,0.725548,0.076411,-2.457947,-1.533011,6.287802,-2.890750,-3.860437,3.520209,-0.341689,8.069236,0.082527,0.506955,-1.624775,-4.556450,-1.743068,-3.956671,3.000000
-6.038000,-3.740787,-2.478355,0.104495,11.853883,-18.316220,-7.806959,81.787903,11.553073,-1.637678,18.115506,-18.282105,-4.893542,72.579037,5.910879,0.761470,-3.691880,0.866619,5.443525,4.361938,1.085451,2.109960,317.457173,235.027630,8.817727,0.980503,13.693095,11.940915,103.302009,-19.470452,0.453151,17.845678,7.980627,0.605805,0.225063,-1.497547,-1.265649,6.491564,12.518949,-2.352228,3.990658,0.040927,7.115375,-0.027090,0.064402,-0.774788,-4.556450,-1.743068,-3.956671,3.000000
-6.005000,-3.601903,-2.470236,0.321140,11.079502,-18.561756,-7.908928,82.219591,11.566268,-1.628486,18.178112,-18.323081,-4.897348,72.563770,5.883663,0.964998,-3.552997,0.874738,5.660169,4.359930,1.081212,2.096778,317.595173,235.063431,10.408072,1.026600,8.208826,3.004036,-510.636804,-255.158373,0.613536,200.386076,22.374477,0.128391,0.321358,2.647078,-0.214313,4.984069,34.777450,4.157398,4.414538,0.457783,5.979428,-0.083570,-0.297373,-0.078666,-4.556450,-1.743068,-3.956671,3.000000
-5.972000,-3.450198,-2.448066,0.498321,10.317683,-18.854481,-7.965576,83.210581,11.559451,-1.617203,18.214593,-18.366993,-4.902358,72.746638,5.900270,1.090890,-3.401292,0.896908,5.837350,4.356838,1.066544,2.103616,317.989634,235.099233,10.962217,0.964280,-31.115999,-3.586170,-625.839130,-212.220124,0.786436,12.351017,35.141677,-0.328139,0.327428,9.377216,0.806986,2.091618,53.811439,14.702158,4.759579,0.886406,4.752567,-0.095638,-0.567772,0.440298,-4.556450,-1.743068,-3.956671,3.000000
-5.939000,-3.288777,-2.411853,0.634646,9.585320,-19.184376,-7.983034,84.570519,11.541213,-1.607255,18.226691,-18.406776,-4.902794,73.189391,5.943376,1.103605,-3.239871,0.933121,5.973676,4.353951,1.044528,2.124538,318.573067,235.115145,8.007562,0.845459,-53.227250,-7.353904,-106.035168,-69.768524,0.912904,2.624928,38.611851,-0.479591,0.208929,16.846913,1.145602,-1.311162,58.825746,26.304565,4.996359,1.302735,3.531555,-0.074148,-0.744903,0.783748,-4.556450,-1.743068,-3.956671,3.000000
-5.906000,-3.121632,-2.362401,0.731862,8.897621,-19.538109,-7.969829,85.838268,11.525524,-1.603101,18.218278,-18.437457,-4.891638,73.870240,5.981334,1.003962,-3.072726,0.982573,6.070891,4.352182,1.018181,2.154028,318.573067,235.162881,5.384047,0.566991,-31.412654,-8.027863,357.513513,96.951710,0.933131,1.276445,29.930120,-0.295450,-0.038508,23.199333,0.669724,-4.129026,46.145347,36.031454,5.101007,1.683221,2.405878,-0.030973,-0.833978,0.972832,-4.556450,-1.743068,-3.956671,3.000000
-5.873000,-2.953427,-2.301257,0.794412,8.266926,-19.900052,-7.931255,86.584407,11.521757,-1.608751,18.194846,-18.456288,-4.872775,74.718437,5.989395,0.829514,-2.904521,1.043717,6.133441,4.352048,0.990249,2.187511,318.573067,235.162881,6.344757,0.255972,-8.232926,-2.760516,310.683841,233.897886,0.846378,1.050461,14.007338,0.036170,-0.360709,27.463537,-0.225494,-5.499791,21.911266,42.464917,5.057472,2.006757,1.446387,0.022067,-0.845144,1.040149,-4.556450,-1.743068,-3.956671,3.000000
-5.840000,-2.789200,-2.230604,0.828668,7.701925,-20.253525,-7.869269,86.712347,11.529748,-1.625392,18.162763,-18.462635,-4.862918,75.660985,5.964197,0.639115,-2.740294,1.114370,6.167698,4.353687,0.963092,2.221583,319.133137,235.167927,6.906664,0.261583,-14.741986,7.554348,103.578250,236.245882,0.709943,1.141843,0.050346,0.274157,-0.636816,29.390370,-0.915151,-5.170917,0.079083,45.342701,4.859132,2.256231,0.697215,0.074167,-0.791154,1.020874,-4.556450,-1.743068,-3.956671,3.000000
-5.807000,-2.634044,-2.153108,0.841961,7.207385,-20.582140,-7.789337,86.490819,11.541938,-1.649215,18.128434,-18.457670,-4.879221,76.631848,5.924213,0.487800,-2.585138,1.191866,6.180991,4.356910,0.938629,2.253953,319.247137,235.181850,4.734981,0.724555,-19.974104,15.405061,72.715625,48.952681,0.587751,1.495106,-5.426055,0.288085,-0.706569,28.789484,-0.944478,-3.611346,-8.517880,44.447325,4.509636,2.419593,0.172171,0.116319,-0.685265,0.944894,-4.556450,-1.743068,-3.956671,3.000000
-5.774000,-2.492757,-2.071742,0.841574,6.784412,-20.871125,-7.705172,86.299672,11.549727,-1.670791,18.097498,-18.443903,-4.924449,77.549944,5.897160,0.403383,-2.443851,1.273232,6.180603,4.361269,0.918357,2.283158,319.289137,235.209696,3.828633,1.381688,-5.477504,12.781895,-11.963551,-216.909892,0.530025,2.361382,-2.918238,0.116970,-0.428904,25.436075,-0.301632,-1.782827,-4.583126,39.416723,4.022920,2.490379,-0.144004,0.141871,-0.539651,0.831472,-4.556450,-1.743068,-3.956671,3.000000
-5.741000,-2.369514,-1.989596,0.833854,6.431136,-21.108498,-7.633232,86.331892,11.549131,-1.676815,18.074182,-18.424638,-4.984002,78.316295,5.902208,0.376256,-2.320608,1.355377,6.172883,4.366138,0.903399,2.308162,319.363137,235.271355,5.216413,1.720754,-4.278005,-0.047356,-278.686910,-345.294885,0.584603,4.675021,1.891156,-0.091568,0.252081,19.751124,0.581591,-0.658846,2.970394,30.770595,3.422423,2.467731,-0.289978,0.146840,-0.364511,0.687321,-4.556450,-1.743068,-3.956671,3.000000
-5.708000,-2.267581,-1.909700,0.823579,6.143694,-21.285999,-7.581113,86.508525,11.542316,-1.653972,18.060911,-18.403418,-5.037099,78.857698,5.937379,0.368151,-2.218675,1.435274,6.162608,4.370806,0.894583,2.327943,319.766915,235.335003,4.975523,1.407623,-28.825289,-13.154521,-340.685062,-216.549158,0.807838,13.568688,3.756904,-0.197765,1.266236,13.290174,1.097831,-0.717866,5.899555,20.798023,2.739623,2.355980,-0.318930,0.129977,-0.167929,0.508212,-4.556450,-1.743068,-3.956671,3.000000
-5.676000,-2.189072,-1.834862,0.813644,5.917265,-21.399696,-7.542439,86.636984,11.534915,-1.593512,18.058207,-18.383524,-5.071426,79.180004,5.979765,0.336287,-2.140166,1.510112,6.152673,4.374565,0.892501,2.341199,319.796915,235.370805,2.537822,0.706676,-42.310947,-15.820958,14.055360,73.464252,1.320470,84.999107,1.871353,-0.156347,2.424738,8.081529,0.852094,-1.674867,2.939295,12.676792,2.012010,2.163930,-0.288079,0.092606,0.043630,0.283492,-4.556450,-1.743068,-3.956671,3.000000
-5.643000,-2.134797,-1.767537,0.805108,5.746962,-21.450237,-7.504324,86.621845,11.531728,-1.494650,18.064878,-18.367576,-5.088458,79.367203,5.999286,0.260845,-2.085891,1.577437,6.144137,4.376788,0.897552,2.346226,319.796915,235.374169,1.104448,0.239891,-25.534291,-6.537846,384.350991,313.569943,2.482227,139.579653,-0.872569,-0.024971,3.475985,5.155344,-0.056905,-2.617389,-1.370606,8.093408,1.280670,1.903962,-0.248474,0.038259,0.264392,0.002294,-4.556450,-1.743068,-3.956671,3.000000
-5.610000,-2.104183,-1.709722,0.797549,5.628367,-21.442744,-7.459423,86.528970,11.533871,-1.365381,18.078430,-18.357283,-5.095876,79.511680,5.978650,0.160676,-2.055277,1.635252,6.136578,4.376998,0.909943,2.341026,319.854915,235.379215,1.350228,0.328924,-4.311235,7.240838,367.495825,376.068325,5.263949,15.821478,-1.662444,0.094166,4.185722,3.741071,-1.050451,-2.511965,-2.611207,5.874708,0.587658,1.591085,-0.236724,-0.027833,0.488175,-0.340076,-4.556450,-1.743068,-3.956671,3.000000
-5.577000,-2.095290,-1.662891,0.789643,5.557623,-21.386363,-7.410229,86.479586,11.538854,-1.220442,18.095638,-18.353341,-5.094874,79.637386,5.927201,0.087048,-2.046384,1.682083,6.128673,4.374907,0.929662,2.323607,319.940915,235.401094,1.493849,0.839181,-0.188174,18.088630,96.651381,286.918065,10.930541,3.962841,-0.468898,0.128400,4.405204,2.164489,-1.410363,-0.836696,-0.736540,3.399632,-0.026678,1.242019,-0.269936,-0.099353,0.707415,-0.737072,-4.556450,-1.743068,-3.956671,3.000000
-5.544000,-2.104905,-1.627948,0.779854,5.531048,-21.293533,-7.363512,86.513704,11.542921,-1.077510,18.113147,-18.355474,-5.074490,79.695599,5.878284,0.096415,-2.055999,1.717026,6.118884,4.370449,0.956419,2.292412,319.966050,235.436896,1.108694,1.531490,-5.266618,24.147514,-84.728704,125.150647,14.923861,1.581439,0.638623,0.074207,4.098783,-0.268315,-0.768606,2.011398,1.003137,-0.421468,-0.526277,0.874355,-0.344480,-0.169552,0.912577,-1.168327,-4.556450,-1.743068,-3.956671,3.000000
-5.511000,-2.128728,-1.605212,0.767092,5.544354,-21.179038,-7.324083,86.564191,11.543700,-0.953357,18.128030,-18.362604,-5.018919,79.643960,5.869045,0.215658,-2.079822,1.739762,6.106121,4.363778,0.989571,2.246788,319.981517,235.504896,0.853256,2.319298,-7.978279,25.717548,-88.569863,-72.795882,11.259068,0.798679,0.218711,-0.015314,3.325437,-2.329937,0.570325,4.814131,0.343549,-3.659433,-0.881692,0.505812,-0.438549,-0.231890,1.092113,-1.600170,-4.556450,-1.743068,-3.956671,3.000000
-5.478000,-2.161621,-1.594427,0.751231,5.591672,-21.058925,-7.295007,86.551358,11.541398,-0.861410,18.138200,-18.373099,-4.922142,79.529127,5.913850,0.420029,-2.112715,1.750547,6.090260,4.355252,1.028071,2.187380,320.028517,235.588896,0.696762,3.165281,-8.474580,20.820603,-31.604015,-281.264720,7.370076,0.461565,-0.900755,-0.076069,2.193607,-2.026371,1.739780,6.173668,-1.414879,-3.182738,-1.072071,0.153557,-0.517827,-0.280615,1.233050,-1.989196,-4.556450,-1.743068,-3.956671,3.000000
-5.445000,-2.197920,-1.594786,0.733407,5.664604,-20.949364,-7.280000,86.485746,11.538128,-0.811091,18.142642,-18.385071,-4.796742,79.478812,5.989620,0.640533,-2.149014,1.750188,6.072436,4.345403,1.070430,2.116370,320.043984,235.698896,0.366710,3.784449,-8.705382,8.030889,11.630440,-425.036803,6.176001,0.290470,-0.702217,-0.075808,0.820675,1.190508,1.859782,5.429012,-1.103028,1.869990,-1.086649,-0.166439,-0.543123,-0.311243,1.322139,-2.288244,-4.556450,-1.743068,-3.956671,3.000000
-5.412000,-2.231786,-1.604987,0.716037,5.751563,-20.865533,-7.280034,86.466606,11.536162,-0.808197,18.141435,-18.396662,-4.667906,79.597968,6.046459,0.803552,-2.182880,1.739987,6.055067,4.334882,1.114734,2.037479,320.043984,235.849896,0.047304,3.766673,-7.603298,-8.309601,56.132670,-424.021855,7.888076,0.193179,1.558188,-0.027708,-0.679718,5.522145,0.695127,3.362955,2.447469,8.668529,-0.925671,-0.440041,-0.478555,-0.320897,1.347428,-2.453640,-4.556450,-1.743068,-3.956671,3.000000
-5.379000,-2.257572,-1.623298,0.702581,5.837633,-20.820602,-7.286838,86.576505,11.536463,-0.855062,18.135596,-18.406296,-4.557192,79.872383,6.040391,0.887100,-2.208666,1.721676,6.041611,4.324406,1.158716,1.955732,320.043984,235.953896,-0.086231,3.137990,-4.627001,-20.689752,140.620447,-281.864600,15.776381,0.132332,4.292260,0.027640,-2.181934,8.408468,-1.078570,2.227605,6.739618,13.188123,-0.600662,-0.655612,-0.298908,-0.308499,1.300008,-2.452375,-4.556450,-1.743068,-3.956671,3.000000
-5.346000,-2.270192,-1.647653,0.697087,5.905083,-20.824885,-7.285825,86.785535,11.538359,-0.949727,18.126783,-18.412862,-4.471172,80.189119,5.966315,0.964411,-2.221286,1.697321,6.036116,4.314698,1.199884,1.876998,320.043984,236.045896,-0.143929,2.327726,1.201473,-25.800560,293.751485,-76.530657,29.562989,0.090493,5.244659,0.053722,-3.526115,9.022457,-2.324279,4.893877,8.233462,14.147906,-0.133960,-0.804656,0.005038,-0.274799,1.175656,-2.267908,-4.556450,-1.743068,-3.956671,3.000000
